Order#,Member ID,Comment,Amount,Status,Paid at
B84682EF,CITANZ-0047,Membership extended to 04/10/2023,$48.00,Captured,"Sep 5, 2022, 7:13 AM"
C4C31450,CITANZ-0147,Membership extended to 04/10/2023,$48.00,Captured,"Sep 4, 2022, 9:57 PM"
784354BB,CITANZ-0157,Membership extended to 04/10/2023,$48.00,Captured,"Sep 4, 2022, 9:32 PM"
27FE1C12,CITANZ-0131,Membership extended to 04/10/2023,$48.00,Captured,"Sep 4, 2022, 9:09 PM"
97B009D0,CITANZ-0083,Membership extended to 04/10/2023,$48.00,Captured,"Sep 4, 2022, 8:59 PM"
5CFE0A7F,CITANZ-0085,Membership extended to 04/10/2023,$48.00,Captured,"Sep 4, 2022, 8:56 PM"
14F6E069,CITANZ-0066,Membership extended to 04/10/2023,$48.00,Captured,"Sep 4, 2022, 8:25 PM"
4A53A056,CITANZ-0026,Membership extended to 04/10/2023,$48.00,Captured,"Sep 4, 2022, 8:23 PM"
D2A1D302,CITANZ-0038,Membership extended to 04/10/2023,$48.00,Captured,"Sep 4, 2022, 8:06 PM"
66BD990F,CITANZ-0088,Membership extended to 04/10/2023,$48.00,Captured,"Sep 4, 2022, 5:37 PM"
A87360B0,CITANZ-0146,Membership extended to 04/10/2023,$48.00,Captured,"Sep 4, 2022, 4:17 PM"
5D37BCC1,CITANZ-0213,Membership extended to 04/10/2023,$48.00,Captured,"Sep 4, 2022, 4:04 PM"
C28575AD,CITANZ-0178,Membership extended to 04/10/2023,$48.00,Captured,"Sep 4, 2022, 3:36 PM"
B0D3D32A,CITANZ-0227,Membership extended to 04/10/2023,$48.00,Captured,"Sep 4, 2022, 3:30 PM"
B4DE05CE,CITANZ-0025,Membership extended to 04/10/2023,$48.00,Captured,"Sep 4, 2022, 3:30 PM"
6EE976A4,CITANZ-0260,Membership extended to 04/10/2023,$48.00,Captured,"Sep 4, 2022, 3:23 PM"
6F13E13D,CITANZ-0086,Membership extended to 03/10/2023,$48.00,Captured,"Sep 4, 2022, 12:32 PM"
ACE0542B,CITANZ-0001,Membership extended to 03/10/2023,$48.00,Captured,"Sep 4, 2022, 10:44 AM"
295025FD,CITANZ-0148,Membership extended to 30/09/2023,$48.00,Captured,"Sep 4, 2022, 12:02 AM"
519EC6AC,CITANZ-0007,Membership extended to 02/10/2023,$30.00,Captured,"Sep 3, 2022, 4:49 PM"
07A96982,CITANZ-0293,Membership extended to 28/07/2023,$30.00,Captured,"Jul 28, 2022, 9:19 PM"
8D7CE813,CITANZ-0292,Membership extended to 15/07/2023,$60.00,Captured,"Jul 15, 2022, 10:24 AM"
8238FFDB,CITANZ-0291,Membership extended to 23/06/2023,$60.00,Captured,"Jun 23, 2022, 8:03 PM"
0D7B373B,CITANZ-0290,Membership extended to 23/06/2023,$60.00,Captured,"Jun 23, 2022, 7:55 PM"
0C37769E,CITANZ-0289,Membership extended to 28/05/2023,$60.00,Captured,"May 28, 2022, 11:00 PM"
0B5CD296,CITANZ-0288,Membership extended to 27/05/2023,$60.00,Captured,"May 27, 2022, 7:18 PM"
7812925E,CITANZ-0287,Membership extended to 25/05/2023,$60.00,Captured,"May 25, 2022, 4:01 PM"
D3FE602D,CITANZ-0286,Membership extended to 18/05/2023,$60.00,Captured,"May 18, 2022, 7:18 PM"
D1C9D7E8,CITANZ-0285,Membership extended to 09/05/2023,$60.00,Captured,"May 9, 2022, 9:24 PM"
7476F199,CITANZ-0284,Membership extended to 06/05/2023,$60.00,Captured,"May 6, 2022, 3:52 PM"
A09CC2F2,CITANZ-0278,Membership extended to 14/03/2023,$60.00,Captured,"Mar 14, 2022, 9:34 AM"
0BFF793C,CITANZ-0277,Membership extended to 12/03/2023,$60.00,Captured,"Mar 12, 2022, 7:25 PM"
F508E66A,CITANZ-0276,Membership extended to 17/12/2022,$60.00,Captured,"Dec 17, 2021, 2:17 PM"
07ADBAE6,CITANZ-0135,Membership extended to 12/12/2022,$60.00,Captured,"Dec 12, 2021, 11:21 PM"
DF0AD5A6,CITANZ-0207,Membership extended to 08/12/2022,$60.00,Captured,"Dec 8, 2021, 11:50 AM"
CA60A410,CITANZ-0125,Membership extended to 07/12/2022,$60.00,Captured,"Dec 7, 2021, 1:29 PM"
4332A202,CITANZ-0166,Membership extended to 07/12/2022,$60.00,Captured,"Dec 7, 2021, 1:10 PM"
A4E910A7,CITANZ-0275,Membership extended to 01/12/2022,$60.00,Captured,"Dec 1, 2021, 11:24 PM"
9828C6BF,CITANZ-0274,Membership extended to 29/11/2022,$60.00,Captured,"Nov 29, 2021, 9:48 AM"
57E7D377,CITANZ-0273,Membership extended to 09/11/2022,$60.00,Captured,"Nov 9, 2021, 7:22 PM"
70B7CB92,CITANZ-0272,Membership extended to 09/11/2022,$60.00,Captured,"Nov 9, 2021, 10:51 AM"
AC2ED8DB,CITANZ-0120,Membership extended to 04/11/2022,$60.00,Captured,"Nov 4, 2021, 8:05 AM"
DA88E0AE,CITANZ-0271,Membership extended to 03/11/2022,$60.00,Captured,"Nov 3, 2021, 12:44 PM"
E33238F6,CITANZ-0030,Membership extended to 01/11/2022,$48.00,Captured,"Nov 1, 2021, 10:34 AM"
973DD000,CITANZ-0036,Membership extended to 31/10/2022,$48.00,Captured,"Oct 31, 2021, 4:50 PM"
5C80DD90,CITANZ-0270,Membership extended to 31/10/2022,$30.00,Captured,"Oct 31, 2021, 4:36 PM"
997E5DC1,CITANZ-0215,Membership extended to 30/10/2022,$48.00,Captured,"Oct 30, 2021, 5:14 PM"
C80B2D53,CITANZ-0034,Membership extended to 30/10/2022,$60.00,Captured,"Oct 30, 2021, 2:56 PM"
73B7B736,CITANZ-0159,Membership extended to 30/10/2022,$48.00,Captured,"Oct 30, 2021, 12:54 PM"
F8CBC2CA,CITANZ-0179,Membership extended to 30/10/2022,$48.00,Captured,"Oct 30, 2021, 1:51 AM"
1CD2F142,CITANZ-0124,Membership extended to 29/10/2022,$48.00,Captured,"Oct 29, 2021, 12:20 PM"
985C0222,CITANZ-0130,Membership extended to 29/10/2022,$48.00,Captured,"Oct 29, 2021, 8:13 AM"
3628752B,CITANZ-0101,Membership extended to 28/10/2022,$48.00,Captured,"Oct 28, 2021, 11:48 AM"
0F68C543,CITANZ-0164,Membership extended to 27/10/2022,$48.00,Captured,"Oct 27, 2021, 5:50 PM"
6917E40A,CITANZ-0173,Membership extended to 26/10/2022,$48.00,Captured,"Oct 26, 2021, 12:48 PM"
6C16FDF9,CITANZ-0040,Membership extended to 25/10/2022,$48.00,Captured,"Oct 25, 2021, 6:41 PM"
0CF14395,CITANZ-0072,Membership extended to 25/10/2022,$48.00,Captured,"Oct 25, 2021, 6:14 PM"
4CF722A9,CITANZ-0019,Membership extended to 25/10/2022,$48.00,Captured,"Oct 25, 2021, 5:52 PM"
4BE72ED6,CITANZ-0188,Membership extended to 25/10/2022,$30.00,Captured,"Oct 25, 2021, 5:16 PM"
845893C7,CITANZ-0031,Membership extended to 25/10/2022,$48.00,Captured,"Oct 25, 2021, 10:57 AM"
7619E230,CITANZ-0074,Membership extended to 21/10/2022,$48.00,Captured,"Oct 21, 2021, 10:12 PM"
FD748047,CITANZ-0256,Membership extended to 20/10/2022,$48.00,Captured,"Oct 20, 2021, 9:56 AM"
F3F29607,CITANZ-0269,Membership extended to 19/10/2022,$60.00,Captured,"Oct 19, 2021, 4:33 PM"
1F23E9BB,CITANZ-0174,Membership extended to 19/10/2022,$48.00,Captured,"Oct 19, 2021, 10:55 AM"
00D86424,CITANZ-0028,Membership extended to 19/10/2022,$48.00,Captured,"Oct 19, 2021, 10:23 AM"
79AADDF1,CITANZ-0268,Membership extended to 17/10/2022,$60.00,Captured,"Oct 17, 2021, 6:49 PM"
B138155C,CITANZ-0006,Membership extended to 16/10/2022,$48.00,Captured,"Oct 16, 2021, 10:18 PM"
665B64E2,CITANZ-0194,Membership extended to 15/10/2022,$48.00,Captured,"Oct 15, 2021, 11:42 AM"
5C7FA188,CITANZ-0046,Membership extended to 15/10/2022,$48.00,Captured,"Oct 15, 2021, 9:20 AM"
2E957D46,CITANZ-0267,Membership extended to 14/10/2022,$60.00,Captured,"Oct 14, 2021, 11:10 PM"
67440824,CITANZ-0266,Membership extended to 14/10/2022,$60.00,Captured,"Oct 14, 2021, 10:23 PM"
C4AFE8ED,CITANZ-0041,Membership extended to 14/10/2022,$48.00,Captured,"Oct 14, 2021, 9:17 PM"
ED37D929,CITANZ-0265,Membership extended to 14/10/2022,$60.00,Captured,"Oct 14, 2021, 8:31 PM"
FF3E8991,CITANZ-0264,Membership extended to 14/10/2022,$60.00,Captured,"Oct 14, 2021, 5:01 PM"
88F9934A,CITANZ-0018,Membership extended to 14/10/2022,$48.00,Captured,"Oct 14, 2021, 2:05 PM"
90805928,CITANZ-0263,Membership extended to 14/10/2022,$60.00,Captured,"Oct 14, 2021, 12:44 PM"
B07FABBE,CITANZ-0262,Membership extended to 14/10/2022,$60.00,Captured,"Oct 14, 2021, 12:26 PM"
495126AD,CITANZ-0261,Membership extended to 14/10/2022,$60.00,Captured,"Oct 14, 2021, 11:26 AM"
78D06358,CITANZ-0243,Membership extended to 14/10/2022,$48.00,Captured,"Oct 14, 2021, 10:27 AM"
5A9657D2,CITANZ-0014,Membership extended to 14/10/2022,$48.00,Captured,"Oct 14, 2021, 9:02 AM"
2FA45253,CITANZ-0097,Membership extended to 14/10/2022,$48.00,Captured,"Oct 14, 2021, 8:56 AM"
98D5507B,CITANZ-0176,Membership extended to 13/10/2022,$48.00,Captured,"Oct 13, 2021, 9:23 PM"
D9FF2A62,CITANZ-0075,Membership extended to 13/10/2022,$48.00,Captured,"Oct 13, 2021, 7:15 PM"
4CE6E9E2,CITANZ-0089,Membership extended to 13/10/2022,$30.00,Captured,"Oct 13, 2021, 2:47 PM"
773A6DA3,CITANZ-0011,Membership extended to 13/10/2022,$48.00,Captured,"Oct 13, 2021, 12:44 PM"
712C278D,CITANZ-0061,Membership extended to 12/10/2022,$48.00,Captured,"Oct 12, 2021, 2:01 PM"
63B5BCFF,CITANZ-0049,Membership extended to 12/10/2022,$48.00,Captured,"Oct 12, 2021, 12:45 PM"
F338CFD0,CITANZ-0015,Membership extended to 12/10/2022,$48.00,Captured,"Oct 12, 2021, 9:19 AM"
63BA845E,CITANZ-0009,Membership extended to 11/10/2022,$48.00,Captured,"Oct 11, 2021, 10:16 PM"
D65A1CD0,CITANZ-0161,Membership extended to 11/10/2022,$48.00,Captured,"Oct 11, 2021, 8:48 PM"
D1128B18,CITANZ-0021,Membership extended to 11/10/2022,$48.00,Captured,"Oct 11, 2021, 2:23 PM"
1670DF93,CITANZ-0127,Membership extended to 10/10/2022,$48.00,Captured,"Oct 10, 2021, 1:48 PM"
565F30B3,CITANZ-0240,Membership extended to 10/10/2022,$48.00,Captured,"Oct 10, 2021, 11:54 AM"
91EE65A5,CITANZ-0145,Membership extended to 10/10/2022,$48.00,Captured,"Oct 10, 2021, 11:15 AM"
23520F82,CITANZ-0162,Membership extended to 09/10/2022,$48.00,Captured,"Oct 9, 2021, 11:50 PM"
EB5AE800,CITANZ-0111,Membership extended to 09/10/2022,$48.00,Captured,"Oct 9, 2021, 9:33 PM"
4088EE53,CITANZ-0228,Membership extended to 09/10/2022,$48.00,Captured,"Oct 9, 2021, 8:15 PM"
0DDCEEA8,CITANZ-0231,Membership extended to 09/10/2022,$48.00,Captured,"Oct 9, 2021, 11:47 AM"
EAF32CB6,CITANZ-0212,Membership extended to 09/10/2022,$30.00,Captured,"Oct 9, 2021, 11:42 AM"
9E6B1E8A,CITANZ-0012,Membership extended to 09/10/2022,$48.00,Captured,"Oct 9, 2021, 10:34 AM"
C0B24C28,CITANZ-0076,Membership extended to 08/10/2022,$48.00,Captured,"Oct 8, 2021, 4:53 PM"
736E6D82,CITANZ-0140,Membership extended to 08/10/2022,$48.00,Captured,"Oct 8, 2021, 2:52 PM"
91AB8889,CITANZ-0108,Membership extended to 08/10/2022,$48.00,Captured,"Oct 8, 2021, 9:10 AM"
5E761E25,CITANZ-0095,Membership extended to 07/10/2022,$48.00,Captured,"Oct 7, 2021, 4:34 PM"
D62E8C4E,CITANZ-0054,Membership extended to 07/10/2022,$48.00,Captured,"Oct 7, 2021, 9:11 AM"
7978E7F7,CITANZ-0023,Membership extended to 06/10/2022,$48.00,Captured,"Oct 6, 2021, 8:26 PM"
C8DB0F85,CITANZ-0171,Membership extended to 06/10/2022,$48.00,Captured,"Oct 6, 2021, 6:10 PM"
073F2BB9,CITANZ-0250,Membership extended to 06/10/2022,$48.00,Captured,"Oct 6, 2021, 4:20 PM"
2C7A9986,CITANZ-0199,Membership extended to 06/10/2022,$48.00,Captured,"Oct 6, 2021, 4:17 PM"
E809C01A,CITANZ-0210,Membership extended to 06/10/2022,$30.00,Captured,"Oct 6, 2021, 1:53 PM"
2C42731E,CITANZ-0245,Membership extended to 06/10/2022,$48.00,Captured,"Oct 6, 2021, 1:37 PM"
F3324E36,CITANZ-0077,Membership extended to 06/10/2022,$48.00,Captured,"Oct 6, 2021, 10:38 AM"
FC61DD5E,CITANZ-0087,Membership extended to 06/10/2022,$48.00,Captured,"Oct 6, 2021, 12:38 AM"
3E7F92CD,CITANZ-0008,Membership extended to 05/10/2022,$48.00,Captured,"Oct 5, 2021, 9:47 PM"
4010E402,CITANZ-0222,Membership extended to 05/10/2022,$48.00,Captured,"Oct 5, 2021, 9:32 PM"
68D12C37,CITANZ-0017,Membership extended to 05/10/2022,$48.00,Captured,"Oct 5, 2021, 6:33 PM"
C5D47A1B,CITANZ-0209,Membership extended to 05/10/2022,$48.00,Captured,"Oct 5, 2021, 6:13 PM"
39B7F570,CITANZ-0090,Membership extended to 05/10/2022,$48.00,Captured,"Oct 5, 2021, 5:44 PM"
95F4F5B5,CITANZ-0205,Membership extended to 05/10/2022,$30.00,Captured,"Oct 5, 2021, 5:16 PM"
302EC1E6,CITANZ-0121,Membership extended to 05/10/2022,$48.00,Captured,"Oct 5, 2021, 4:45 PM"
E1F1755A,CITANZ-0248,Membership extended to 05/10/2022,$48.00,Captured,"Oct 5, 2021, 4:40 PM"
054AC7C4,CITANZ-0143,Membership extended to 05/10/2022,$48.00,Captured,"Oct 5, 2021, 3:50 PM"
FD2C680F,CITANZ-0203,Membership extended to 05/10/2022,$30.00,Captured,"Oct 5, 2021, 2:51 PM"
33FFF29E,CITANZ-0158,Membership extended to 05/10/2022,$48.00,Captured,"Oct 5, 2021, 12:37 PM"
95EE525B,CITANZ-0092,Membership extended to 05/10/2022,$48.00,Captured,"Oct 5, 2021, 12:36 PM"
CE4DC9F2,CITANZ-0058,Membership extended to 05/10/2022,$48.00,Captured,"Oct 5, 2021, 10:01 AM"
B114CF24,CITANZ-0147,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 10:39 PM"
3D447431,CITANZ-0004,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 7:50 PM"
B7DB41AB,CITANZ-0052,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 7:44 PM"
B4E91F9C,CITANZ-0260,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 7:43 PM"
BD1FB87D,CITANZ-0100,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 7:34 PM"
708C9406,CITANZ-0056,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 6:26 PM"
21FAC7E8,CITANZ-0146,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 5:55 PM"
92210C0B,CITANZ-0157,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 5:37 PM"
317578BB,CITANZ-0233,Membership extended to 04/10/2022,$30.00,Captured,"Oct 4, 2021, 5:14 PM"
366C21ED,CITANZ-0118,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 4:54 PM"
A1AB36D2,CITANZ-0010,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 4:39 PM"
72BEF542,CITANZ-0139,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 3:53 PM"
8D71BD01,CITANZ-0170,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 3:26 PM"
6D3B00C0,CITANZ-0044,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 3:21 PM"
26D85111,CITANZ-0062,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 1:33 PM"
594A76D6,CITANZ-0042,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 1:30 PM"
5B95347B,CITANZ-0055,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 1:17 PM"
6216D929,CITANZ-0200,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 1:11 PM"
C6105907,CITANZ-0106,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 1:07 PM"
D8A5A7FD,CITANZ-0035,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 12:26 PM"
3836239E,CITANZ-0022,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 11:52 AM"
748BE2BB,CITANZ-0085,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 11:36 AM"
87878A78,CITANZ-0202,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 11:26 AM"
DD41EDF1,CITANZ-0027,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 11:19 AM"
E31301EF,CITANZ-0083,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 10:44 AM"
0B6EFF73,CITANZ-0013,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 10:35 AM"
E6B94B8A,CITANZ-0254,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 10:31 AM"
F4E9AB96,CITANZ-0114,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 10:30 AM"
A056DCDE,CITANZ-0138,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 10:24 AM"
8B907924,CITANZ-0038,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 10:22 AM"
6448EB4A,CITANZ-0227,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 10:22 AM"
F4687979,CITANZ-0067,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 10:17 AM"
6210D339,CITANZ-0025,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 10:16 AM"
841F6FA5,CITANZ-0213,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 9:55 AM"
843F3332,CITANZ-0109,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 9:45 AM"
4726643C,CITANZ-0102,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 9:41 AM"
8C421164,CITANZ-0232,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 9:40 AM"
CA46A838,CITANZ-0047,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 9:22 AM"
0600C8F2,CITANZ-0026,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 8:55 AM"
5DD221AC,CITANZ-0066,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 8:39 AM"
E58935E6,CITANZ-0131,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 8:25 AM"
18C2F209,CITANZ-0024,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 8:05 AM"
69EF5AEA,CITANZ-0002,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 7:46 AM"
16AEE66D,CITANZ-0088,Membership extended to 04/10/2022,$48.00,Captured,"Oct 4, 2021, 7:43 AM"
3A7552C6,CITANZ-0001,Membership extended to 03/10/2022,$48.00,Captured,"Oct 3, 2021, 9:52 PM"
9965D240,CITANZ-0086,Membership extended to 03/10/2022,$48.00,Captured,"Oct 3, 2021, 11:04 AM"
0BA0F723,CITANZ-0007,Membership extended to 02/10/2022,$48.00,Captured,"Oct 2, 2021, 8:52 PM"
0CE133A9,CITANZ-0148,Membership extended to 30/09/2022,$48.00,Captured,"Sep 29, 2021, 8:33 PM"
